8.752400000000000000e+04,4.422460113999999862e+02,2.532911550000000034e+02
7.516600000000000000e+04,4.066906870000000254e+02,2.430324363000000005e+02
9.085600000000000000e+04,4.422670482999999990e+02,2.663283177000000137e+02
4.592800000000000000e+04,2.865405585999999971e+02,2.087600423000000092e+02
7.940800000000000000e+04,3.521907699000000207e+02,2.908275328999999942e+02
4.924200000000000000e+04,3.181254069999999956e+02,2.001221199999999953e+02
4.249200000000000000e+04,3.101460715000000050e+02,1.761314494000000082e+02
6.095200000000000000e+04,3.324554716000000099e+02,2.354298349999999971e+02
4.225600000000000000e+04,3.231896072000000117e+02,1.725759261000000038e+02
6.438000000000000000e+04,3.669648422999999866e+02,2.277716146999999864e+02
8.043700000000000000e+04,4.494545810999999844e+02,2.323255063999999948e+02
4.372500000000000000e+04,3.013222175999999877e+02,1.869506294999999909e+02
4.344100000000000000e+04,2.766108287999999789e+02,2.018131354999999871e+02
7.679200000000000000e+04,3.388575453999999922e+02,2.913592017000000283e+02
7.416700000000000000e+04,3.877989307000000281e+02,2.478581227999999896e+02
3.356500000000000000e+04,2.615543311000000131e+02,1.677084907999999928e+02
6.467000000000000000e+04,4.030839751999999976e+02,2.064846436999999924e+02
6.476200000000000000e+04,3.542939395999999874e+02,2.357524629000000118e+02
4.329500000000000000e+04,3.042844666999999959e+02,1.828110368000000108e+02
7.069900000000000000e+04,4.186985723000000235e+02,2.165960536999999988e+02
6.972600000000000000e+04,3.541769123999999920e+02,2.525292080000000112e+02
5.734600000000000000e+04,3.304784384999999816e+02,2.224437484999999981e+02
8.202800000000000000e+04,3.971149758999999904e+02,2.683337726999999973e+02
6.125100000000000000e+04,3.015077895000000012e+02,2.736599413999999797e+02
9.627700000000000000e+04,4.471345225000000028e+02,2.752161542000000054e+02
7.562000000000000000e+04,3.682242843999999877e+02,2.634592554000000177e+02
7.316700000000000000e+04,3.400552180000000249e+02,2.760151771999999823e+02
6.084700000000000000e+04,3.369238695999999891e+02,2.314656958999999858e+02
8.102100000000000000e+04,3.477500582999999779e+02,2.976406264999999962e+02
5.990200000000000000e+04,3.585919147999999836e+02,2.229020272999999861e+02
8.874500000000000000e+04,4.297703549999999950e+02,2.656902360999999928e+02
4.180900000000000000e+04,3.075327391999999804e+02,1.750855679999999950e+02
7.532900000000000000e+04,3.642307797999999934e+02,2.658668635000000222e+02
6.160000000000000000e+04,3.501827544999999873e+02,2.258427713000000097e+02
4.642700000000000000e+04,2.538420284000000038e+02,2.359068240999999944e+02
4.086100000000000000e+04,2.497402265999999997e+02,2.135732717999999863e+02
5.582700000000000000e+04,3.052988429999999767e+02,2.346612245000000030e+02
5.418200000000000000e+04,3.660666742000000227e+02,1.920132739999999956e+02
7.746800000000000000e+04,4.059365937000000031e+02,2.459897976999999969e+02
4.988200000000000000e+04,2.872643272000000252e+02,2.221858727000000044e+02
9.524500000000000000e+04,3.970941139999999905e+02,3.072739224000000036e+02
7.146400000000000000e+04,3.641030895999999757e+02,2.537969271999999989e+02
7.705500000000000000e+04,3.752501318999999853e+02,2.628124219000000039e+02
9.238400000000000000e+04,3.684062137999999891e+02,3.207145792000000029e+02
7.731000000000000000e+04,4.365298988999999779e+02,2.282803724999999986e+02
5.758000000000000000e+04,3.302283747999999832e+02,2.320553872000000126e+02
6.970800000000000000e+04,3.754472797999999898e+02,2.391327752999999916e+02
4.150200000000000000e+04,2.605126753000000122e+02,2.058650237999999888e+02
4.580000000000000000e+04,3.300086832000000072e+02,1.816658648000000085e+02
5.262300000000000000e+04,3.119967578999999773e+02,2.180411234999999976e+02
4.493900000000000000e+04,3.176167118999999843e+02,1.833152147000000127e+02
1.146480000000000000e+05,5.081289325999999846e+02,2.889539811999999870e+02
6.572700000000000000e+04,4.031942717000000016e+02,2.100732642000000112e+02
4.568300000000000000e+04,3.332625320999999872e+02,1.777720960999999988e+02
1.114500000000000000e+05,4.783109708000000069e+02,2.986305919999999787e+02
4.758100000000000000e+04,3.068118746999999757e+02,2.030975019999999915e+02
5.712700000000000000e+04,3.116445775000000253e+02,2.386419205999999917e+02
5.300600000000000000e+04,3.333813698000000159e+02,2.068807080999999926e+02
6.906000000000000000e+04,3.284888611999999739e+02,2.758888648000000217e+02
2.538700000000000000e+04,2.256295409999999890e+02,1.446186720000000037e+02
6.677400000000000000e+04,3.485579746999999884e+02,2.464762569000000099e+02
4.783900000000000000e+04,3.126013290999999867e+02,1.987512988999999948e+02
7.857100000000000000e+04,4.438222908000000189e+02,2.287576146000000108e+02
6.471700000000000000e+04,3.425767104999999901e+02,2.457320368999999971e+02
6.046200000000000000e+04,3.733428463000000193e+02,2.081086262000000033e+02
5.937000000000000000e+04,3.459492048999999838e+02,2.219219567000000097e+02
5.405600000000000000e+04,3.322676409000000035e+02,2.086190157999999997e+02
8.923500000000000000e+04,4.435159353000000237e+02,2.589467392999999902e+02
5.172700000000000000e+04,3.211271421999999802e+02,2.087667575000000113e+02
7.159500000000000000e+04,3.873096950999999990e+02,2.367511845999999878e+02
9.534700000000000000e+04,4.515261542000000077e+02,2.802261533999999870e+02
6.044900000000000000e+04,3.838002498000000173e+02,2.081687832000000071e+02
6.900600000000000000e+04,3.793178462000000195e+02,2.418502909000000045e+02
6.852000000000000000e+04,3.732356379999999945e+02,2.370415232000000003e+02
5.273100000000000000e+04,3.099772864000000254e+02,2.197253525000000138e+02
5.057000000000000000e+04,3.113447950999999989e+02,2.083178982999999960e+02
7.582500000000000000e+04,3.912043012999999974e+02,2.485002711999999860e+02
4.263700000000000000e+04,2.934295801999999753e+02,1.894321576000000107e+02
7.698400000000000000e+04,4.250481856000000107e+02,2.339734424000000104e+02
4.785100000000000000e+04,3.231525189000000182e+02,1.916109615000000019e+02
5.122000000000000000e+04,3.286476054999999974e+02,2.025088753999999938e+02
5.389000000000000000e+04,3.310863196999999900e+02,2.165794558000000052e+02
5.865000000000000000e+04,3.463389581999999791e+02,2.196843648999999914e+02
9.893500000000000000e+04,3.875169377000000281e+02,3.268987235000000169e+02
7.758700000000000000e+04,3.968075663000000191e+02,2.519449198000000081e+02
1.808980000000000000e+05,8.439566534000000502e+02,3.231905687999999941e+02
7.126600000000000000e+04,3.907071540000000027e+02,2.356868033000000082e+02
3.945700000000000000e+04,2.675569406000000185e+02,1.887651658999999995e+02
3.523700000000000000e+04,2.675537785999999869e+02,1.735251031999999896e+02
4.905900000000000000e+04,3.018003982000000178e+02,2.104672151999999983e+02
5.389600000000000000e+04,3.190720226000000252e+02,2.176957012999999961e+02
5.646900000000000000e+04,3.253414250000000152e+02,2.251150237999999888e+02
8.515600000000000000e+04,4.222791325000000029e+02,2.602106226999999876e+02
6.704400000000000000e+04,3.612553722000000107e+02,2.382264456999999993e+02
5.224300000000000000e+04,3.314511469000000261e+02,2.067595987999999920e+02
3.896800000000000000e+04,2.694020206999999800e+02,1.857275682000000074e+02
7.966100000000000000e+04,3.600734472999999980e+02,2.827390315999999757e+02
5.928200000000000000e+04,3.292425655000000120e+02,2.337746491999999989e+02
4.817700000000000000e+04,3.057845029999999724e+02,2.024661938000000134e+02
7.490400000000000000e+04,3.428963104000000044e+02,2.801155681000000186e+02
8.158100000000000000e+04,4.242783145999999874e+02,2.455074738000000139e+02
5.782000000000000000e+04,3.761911744000000226e+02,1.997971076999999980e+02
5.780800000000000000e+04,3.099716571000000158e+02,2.413665105000000040e+02
5.530600000000000000e+04,3.531546091999999817e+02,2.041268359999999973e+02
5.945900000000000000e+04,3.471551547999999912e+02,2.221094779999999957e+02
4.424700000000000000e+04,3.197903082000000268e+02,1.786479430999999920e+02
4.894500000000000000e+04,2.693704111999999782e+02,2.391621656000000087e+02
6.886400000000000000e+04,3.436762094000000047e+02,2.619884385999999949e+02
8.282600000000000000e+04,3.967059122000000002e+02,2.697628551000000243e+02
6.539600000000000000e+04,3.315384445999999912e+02,2.532429662000000121e+02
8.157200000000000000e+04,3.937161760000000186e+02,2.658146123999999872e+02
4.436700000000000000e+04,3.225040185999999949e+02,1.767089727000000039e+02
5.144800000000000000e+04,3.282895679999999743e+02,2.021603698000000122e+02
5.054500000000000000e+04,2.868713324000000284e+02,2.271597173000000112e+02
9.406300000000000000e+04,4.481210965999999871e+02,2.766078440000000001e+02
8.412900000000000000e+04,4.130345598000000109e+02,2.616430864999999812e+02
7.973500000000000000e+04,4.109979192999999782e+02,2.502207874000000061e+02
9.017600000000000000e+04,3.902073409999999853e+02,2.947622385000000236e+02
6.149200000000000000e+04,3.564260216000000128e+02,2.241631050000000016e+02
7.953200000000000000e+04,3.675260058000000072e+02,2.772241619000000128e+02
6.930200000000000000e+04,3.549636669000000211e+02,2.544527708999999902e+02
5.226600000000000000e+04,3.204425613999999882e+02,2.138574996000000112e+02
5.118000000000000000e+04,2.886310651000000007e+02,2.266304906000000017e+02
5.578700000000000000e+04,3.337034529000000020e+02,2.269512078999999858e+02
9.606400000000000000e+04,4.112070534000000066e+02,3.032324523999999997e+02
5.431600000000000000e+04,3.518052607999999850e+02,1.984175195999999914e+02
7.094100000000000000e+04,3.260111540999999988e+02,2.781026598000000263e+02
5.577000000000000000e+04,2.935806696999999872e+02,2.434806344000000138e+02
4.747800000000000000e+04,2.998185828000000015e+02,2.052960945000000095e+02
8.819700000000000000e+04,4.732866900999999871e+02,2.387384528999999986e+02
7.472800000000000000e+04,3.553105489999999804e+02,2.707408972999999719e+02
7.078800000000000000e+04,3.626507702999999765e+02,2.494037248999999861e+02
4.889400000000000000e+04,3.180989114999999856e+02,1.974955027999999970e+02
5.205100000000000000e+04,3.137032601999999883e+02,2.136317375000000141e+02
5.327000000000000000e+04,3.361488878999999770e+02,2.043070754000000022e+02
5.722700000000000000e+04,3.544310800000000086e+02,2.075949861999999939e+02
9.702600000000000000e+04,4.559715909000000238e+02,2.730538098000000105e+02
5.849500000000000000e+04,3.687395425000000273e+02,2.057578712000000110e+02
5.375800000000000000e+04,3.595316124999999943e+02,1.934008771999999965e+02
1.106160000000000000e+05,4.611445532000000185e+02,3.068990650000000073e+02
4.917500000000000000e+04,2.814314213999999765e+02,2.244858963000000074e+02
5.369800000000000000e+04,3.482232313000000090e+02,1.977528973000000008e+02
7.312500000000000000e+04,4.089407729999999788e+02,2.312190013999999962e+02
5.044500000000000000e+04,3.083589120999999977e+02,2.088552452000000130e+02
4.674200000000000000e+04,3.035552028999999834e+02,1.994459326999999860e+02
6.931700000000000000e+04,3.933989965999999754e+02,2.287228829999999959e+02
7.531400000000000000e+04,3.926515582000000109e+02,2.460756720999999914e+02
5.442800000000000000e+04,3.391147492000000057e+02,2.066458261999999877e+02
3.950900000000000000e+04,2.862315626999999836e+02,1.804373602999999946e+02
6.656800000000000000e+04,3.422503611000000205e+02,2.495504999999999995e+02
4.526400000000000000e+04,2.905883603999999991e+02,2.033191421999999875e+02
5.798000000000000000e+04,3.363128879999999867e+02,2.226097657999999910e+02
7.511400000000000000e+04,3.687301190000000020e+02,2.624744721999999797e+02
7.899100000000000000e+04,3.626408695000000080e+02,2.790908400999999799e+02
7.625300000000000000e+04,3.642255695999999716e+02,2.695167915000000107e+02
8.322900000000000000e+04,4.238443740000000162e+02,2.538090709999999888e+02
4.596200000000000000e+04,2.511333844000000113e+02,2.353680756999999915e+02
5.776600000000000000e+04,3.447374159999999961e+02,2.151097844999999893e+02
3.966900000000000000e+04,2.527481980000000021e+02,2.022643597000000000e+02
4.105000000000000000e+04,3.168416359999999941e+02,1.673283343999999886e+02
4.777100000000000000e+04,3.115249870999999757e+02,1.970908489999999915e+02
5.338900000000000000e+04,3.018458979999999769e+02,2.285166994999999872e+02
7.331900000000000000e+04,3.923626656000000139e+02,2.391884852999999964e+02
9.183100000000000000e+04,4.633578717999999981e+02,2.579511276999999723e+02
7.145200000000000000e+04,3.979614265999999816e+02,2.397987803999999983e+02
5.997000000000000000e+04,3.530016249000000244e+02,2.196829418000000089e+02
5.168300000000000000e+04,3.252398678000000132e+02,2.089148245000000088e+02
4.128300000000000000e+04,2.681253606000000218e+02,1.996354013000000123e+02
9.273500000000000000e+04,4.369855670000000032e+02,2.715787847000000284e+02
4.462700000000000000e+04,2.972593228000000067e+02,1.947602776999999890e+02
8.426000000000000000e+04,4.113973639000000162e+02,2.629740989000000013e+02
5.907600000000000000e+04,3.504871954000000187e+02,2.166793239000000142e+02
5.874100000000000000e+04,3.454854483999999957e+02,2.223818454999999972e+02
6.862700000000000000e+04,4.118885235999999850e+02,2.168939999000000114e+02
5.194100000000000000e+04,3.492261695000000259e+02,1.918173342999999988e+02
7.716100000000000000e+04,3.942783916999999860e+02,2.532113600000000133e+02
8.510500000000000000e+04,3.822899916000000076e+02,2.887584072000000219e+02
5.250800000000000000e+04,2.976969009000000028e+02,2.262519484999999975e+02
