8.197383919999999824e-01,9.054600000000000000e+04
8.018052340000000333e-01,7.878900000000000000e+04
7.983536190000000143e-01,9.371700000000000000e+04
6.849892170000000391e-01,4.733600000000000000e+04
5.640113300000000329e-01,8.146300000000000000e+04
7.773512769999999517e-01,5.136800000000000000e+04
8.230986810000000542e-01,4.390400000000000000e+04
7.060575180000000506e-01,6.232900000000000000e+04
8.454987889999999728e-01,4.474300000000000000e+04
7.840556260000000055e-01,6.612500000000000000e+04
8.560425179999999745e-01,8.446000000000000000e+04
7.842584519999999948e-01,4.502100000000000000e+04
6.838823370000000068e-01,4.513300000000000000e+04
5.105838129999999975e-01,7.884200000000000000e+04
7.690897380000000227e-01,7.680700000000000000e+04
7.673742749999999946e-01,3.579400000000000000e+04
8.588291679999999761e-01,6.641900000000000000e+04
7.464737259999999486e-01,6.671300000000000000e+04
7.994069590000000280e-01,4.471400000000000000e+04
8.557993919999999921e-01,7.236300000000000000e+04
7.011609619999999987e-01,7.184900000000000000e+04
7.395550269999999760e-01,5.936500000000000000e+04
7.371693670000000198e-01,8.442700000000000000e+04
4.197537069999999759e-01,6.473200000000000000e+04
7.881284050000000319e-01,9.786500000000000000e+04
6.986272510000000047e-01,7.749300000000000000e+04
5.841058099999999476e-01,7.454500000000000000e+04
7.266602290000000464e-01,6.249200000000000000e+04
5.171349309999999644e-01,8.255200000000000000e+04
7.833319579999999949e-01,6.325000000000000000e+04
7.860094880000000339e-01,9.071500000000000000e+04
8.221136949999999777e-01,4.383800000000000000e+04
6.835104990000000491e-01,7.754100000000000000e+04
7.642430749999999939e-01,6.339700000000000000e+04
3.692124589999999928e-01,4.827500000000000000e+04
5.183283300000000038e-01,4.309600000000000000e+04
6.396960769999999741e-01,5.772400000000000000e+04
8.513914249999999795e-01,5.645000000000000000e+04
7.954792410000000036e-01,7.922000000000000000e+04
6.338518840000000321e-01,5.088000000000000000e+04
6.334223150000000135e-01,9.798800000000000000e+04
7.170255429999999874e-01,7.326500000000000000e+04
7.137839379999999512e-01,7.925500000000000000e+04
4.920869339999999759e-01,9.377200000000000000e+04
8.523674890000000337e-01,8.013800000000000000e+04
7.114745789999999959e-01,6.023200000000000000e+04
7.709235340000000214e-01,7.132100000000000000e+04
6.128099110000000405e-01,4.311400000000000000e+04
8.348429870000000363e-01,4.780200000000000000e+04
7.152614000000000472e-01,5.417500000000000000e+04
8.166320820000000369e-01,4.640000000000000000e+04
8.225707939999999940e-01,1.183140000000000000e+05
8.535429780000000077e-01,6.737200000000000000e+04
8.458444729999999856e-01,4.878700000000000000e+04
7.811495059999999935e-01,1.132560000000000000e+05
7.495382619999999552e-01,4.920300000000000000e+04
6.431380239999999748e-01,5.994300000000000000e+04
7.841647470000000508e-01,5.545600000000000000e+04
