8.752400000000000000e+04,4.422460113999999862e+02,2.532911550000000034e+02,8.197383919999999824e-01,9.054600000000000000e+04,7.586505789999999916e-01,1.184039999999999964e+03
7.516600000000000000e+04,4.066906870000000254e+02,2.430324363000000005e+02,8.018052340000000333e-01,7.878900000000000000e+04,6.841295699999999647e-01,1.121786000000000058e+03
9.085600000000000000e+04,4.422670482999999990e+02,2.663283177000000137e+02,7.983536190000000143e-01,9.371700000000000000e+04,6.376128119999999733e-01,1.208575000000000045e+03
4.592800000000000000e+04,2.865405585999999971e+02,2.087600423000000092e+02,6.849892170000000391e-01,4.733600000000000000e+04,6.995993849999999625e-01,8.441620000000000346e+02
7.940800000000000000e+04,3.521907699000000207e+02,2.908275328999999942e+02,5.640113300000000329e-01,8.146300000000000000e+04,7.927719260000000157e-01,1.073250999999999976e+03
4.924200000000000000e+04,3.181254069999999956e+02,2.001221199999999953e+02,7.773512769999999517e-01,5.136800000000000000e+04,6.584563540000000215e-01,8.818360000000000127e+02
4.249200000000000000e+04,3.101460715000000050e+02,1.761314494000000082e+02,8.230986810000000542e-01,4.390400000000000000e+04,6.658935620000000499e-01,8.237960000000000491e+02
6.095200000000000000e+04,3.324554716000000099e+02,2.354298349999999971e+02,7.060575180000000506e-01,6.232900000000000000e+04,7.435981900000000477e-01,9.333659999999999854e+02
4.225600000000000000e+04,3.231896072000000117e+02,1.725759261000000038e+02,8.454987889999999728e-01,4.474300000000000000e+04,6.980309239999999971e-01,8.497279999999999518e+02
6.438000000000000000e+04,3.669648422999999866e+02,2.277716146999999864e+02,7.840556260000000055e-01,6.612500000000000000e+04,6.643757160000000050e-01,9.815439999999999827e+02
8.043700000000000000e+04,4.494545810999999844e+02,2.323255063999999948e+02,8.560425179999999745e-01,8.446000000000000000e+04,6.742357570000000466e-01,1.176305000000000064e+03
4.372500000000000000e+04,3.013222175999999877e+02,1.869506294999999909e+02,7.842584519999999948e-01,4.502100000000000000e+04,6.970682480000000014e-01,8.188730000000000473e+02
4.344100000000000000e+04,2.766108287999999789e+02,2.018131354999999871e+02,6.838823370000000068e-01,4.513300000000000000e+04,6.908555979999999597e-01,8.037480000000000473e+02
7.679200000000000000e+04,3.388575453999999922e+02,2.913592017000000283e+02,5.105838129999999975e-01,7.884200000000000000e+04,7.723222370000000225e-01,1.042769999999999982e+03
7.416700000000000000e+04,3.877989307000000281e+02,2.478581227999999896e+02,7.690897380000000227e-01,7.680700000000000000e+04,6.801815850000000330e-01,1.084729000000000042e+03
3.356500000000000000e+04,2.615543311000000131e+02,1.677084907999999928e+02,7.673742749999999946e-01,3.579400000000000000e+04,6.815505200000000485e-01,7.514130000000000109e+02
6.467000000000000000e+04,4.030839751999999976e+02,2.064846436999999924e+02,8.588291679999999761e-01,6.641900000000000000e+04,7.567725699999999778e-01,1.028444999999999936e+03
6.476200000000000000e+04,3.542939395999999874e+02,2.357524629000000118e+02,7.464737259999999486e-01,6.671300000000000000e+04,6.949980150000000245e-01,9.815090000000000146e+02
4.329500000000000000e+04,3.042844666999999959e+02,1.828110368000000108e+02,7.994069590000000280e-01,4.471400000000000000e+04,7.138381889999999563e-01,8.146799999999999500e+02
7.069900000000000000e+04,4.186985723000000235e+02,2.165960536999999988e+02,8.557993919999999921e-01,7.236300000000000000e+04,7.280750540000000548e-01,1.061320999999999913e+03
6.972600000000000000e+04,3.541769123999999920e+02,2.525292080000000112e+02,7.011609619999999987e-01,7.184900000000000000e+04,7.343985339999999917e-01,1.035500999999999976e+03
5.734600000000000000e+04,3.304784384999999816e+02,2.224437484999999981e+02,7.395550269999999760e-01,5.936500000000000000e+04,7.236088330000000068e-01,9.282720000000000482e+02
8.202800000000000000e+04,3.971149758999999904e+02,2.683337726999999973e+02,7.371693670000000198e-01,8.442700000000000000e+04,6.863750849999999959e-01,1.106355000000000018e+03
6.125100000000000000e+04,3.015077895000000012e+02,2.736599413999999797e+02,4.197537069999999759e-01,6.473200000000000000e+04,6.435956710000000358e-01,9.717690000000000055e+02
9.627700000000000000e+04,4.471345225000000028e+02,2.752161542000000054e+02,7.881284050000000319e-01,9.786500000000000000e+04,7.040571570000000445e-01,1.181921000000000049e+03
7.562000000000000000e+04,3.682242843999999877e+02,2.634592554000000177e+02,6.986272510000000047e-01,7.749300000000000000e+04,7.262773719999999766e-01,1.059185999999999922e+03
7.316700000000000000e+04,3.400552180000000249e+02,2.760151771999999823e+02,5.841058099999999476e-01,7.454500000000000000e+04,7.787368559999999773e-01,1.010474000000000046e+03
6.084700000000000000e+04,3.369238695999999891e+02,2.314656958999999858e+02,7.266602290000000464e-01,6.249200000000000000e+04,6.985878300000000207e-01,9.646029999999999518e+02
8.102100000000000000e+04,3.477500582999999779e+02,2.976406264999999962e+02,5.171349309999999644e-01,8.255200000000000000e+04,7.575596070000000237e-01,1.063867999999999938e+03
5.990200000000000000e+04,3.585919147999999836e+02,2.229020272999999861e+02,7.833319579999999949e-01,6.325000000000000000e+04,7.441242240000000008e-01,9.827880000000000109e+02
8.874500000000000000e+04,4.297703549999999950e+02,2.656902360999999928e+02,7.860094880000000339e-01,9.071500000000000000e+04,7.520635239999999833e-01,1.162876999999999953e+03
4.180900000000000000e+04,3.075327391999999804e+02,1.750855679999999950e+02,8.221136949999999777e-01,4.383800000000000000e+04,6.974443670000000095e-01,8.286970000000000027e+02
7.532900000000000000e+04,3.642307797999999934e+02,2.658668635000000222e+02,6.835104990000000491e-01,7.754100000000000000e+04,7.230797289999999489e-01,1.075791999999999916e+03
6.160000000000000000e+04,3.501827544999999873e+02,2.258427713000000097e+02,7.642430749999999939e-01,6.339700000000000000e+04,7.468296110000000043e-01,9.724719999999999800e+02
4.642700000000000000e+04,2.538420284000000038e+02,2.359068240999999944e+02,3.692124589999999928e-01,4.827500000000000000e+04,6.842190590000000183e-01,8.443120000000000118e+02
4.086100000000000000e+04,2.497402265999999997e+02,2.135732717999999863e+02,5.183283300000000038e-01,4.309600000000000000e+04,7.430894009999999827e-01,7.849120000000000346e+02
5.582700000000000000e+04,3.052988429999999767e+02,2.346612245000000030e+02,6.396960769999999741e-01,5.772400000000000000e+04,7.032879819999999782e-01,9.260950000000000273e+02
5.418200000000000000e+04,3.660666742000000227e+02,1.920132739999999956e+02,8.513914249999999795e-01,5.645000000000000000e+04,6.114176740000000221e-01,9.687290000000000418e+02
7.746800000000000000e+04,4.059365937000000031e+02,2.459897976999999969e+02,7.954792410000000036e-01,7.922000000000000000e+04,7.215453969999999773e-01,1.100675999999999931e+03
4.988200000000000000e+04,2.872643272000000252e+02,2.221858727000000044e+02,6.338518840000000321e-01,5.088000000000000000e+04,7.663778270000000115e-01,8.437640000000000100e+02
9.524500000000000000e+04,3.970941139999999905e+02,3.072739224000000036e+02,6.334223150000000135e-01,9.798800000000000000e+04,7.530439599999999567e-01,1.201390000000000100e+03
7.146400000000000000e+04,3.641030895999999757e+02,2.537969271999999989e+02,7.170255429999999874e-01,7.326500000000000000e+04,7.154842710000000050e-01,1.036940000000000055e+03
7.705500000000000000e+04,3.752501318999999853e+02,2.628124219000000039e+02,7.137839379999999512e-01,7.925500000000000000e+04,7.322670770000000440e-01,1.095282999999999902e+03
9.238400000000000000e+04,3.684062137999999891e+02,3.207145792000000029e+02,4.920869339999999759e-01,9.377200000000000000e+04,7.490068269999999861e-01,1.135662000000000035e+03
7.731000000000000000e+04,4.365298988999999779e+02,2.282803724999999986e+02,8.523674890000000337e-01,8.013800000000000000e+04,6.317208690000000182e-01,1.141189000000000078e+03
5.758000000000000000e+04,3.302283747999999832e+02,2.320553872000000126e+02,7.114745789999999959e-01,6.023200000000000000e+04,6.451034650000000426e-01,9.921140000000000327e+02
6.970800000000000000e+04,3.754472797999999898e+02,2.391327752999999916e+02,7.709235340000000214e-01,7.132100000000000000e+04,7.271778930000000196e-01,1.022567999999999984e+03
4.150200000000000000e+04,2.605126753000000122e+02,2.058650237999999888e+02,6.128099110000000405e-01,4.311400000000000000e+04,8.243192249999999888e-01,7.904270000000000209e+02
4.580000000000000000e+04,3.300086832000000072e+02,1.816658648000000085e+02,8.348429870000000363e-01,4.780200000000000000e+04,7.326827710000000105e-01,8.703869999999999436e+02
5.262300000000000000e+04,3.119967578999999773e+02,2.180411234999999976e+02,7.152614000000000472e-01,5.417500000000000000e+04,6.751905360000000078e-01,9.026240000000000236e+02
4.493900000000000000e+04,3.176167118999999843e+02,1.833152147000000127e+02,8.166320820000000369e-01,4.640000000000000000e+04,6.561779049999999502e-01,8.457859999999999445e+02
1.146480000000000000e+05,5.081289325999999846e+02,2.889539811999999870e+02,8.225707939999999940e-01,1.183140000000000000e+05,6.819049659999999458e-01,1.340896999999999935e+03
