7.586505789999999916e-01,1.184039999999999964e+03
6.841295699999999647e-01,1.121786000000000058e+03
6.376128119999999733e-01,1.208575000000000045e+03
6.995993849999999625e-01,8.441620000000000346e+02
7.927719260000000157e-01,1.073250999999999976e+03
6.584563540000000215e-01,8.818360000000000127e+02
6.658935620000000499e-01,8.237960000000000491e+02
7.435981900000000477e-01,9.333659999999999854e+02
6.980309239999999971e-01,8.497279999999999518e+02
6.643757160000000050e-01,9.815439999999999827e+02
6.742357570000000466e-01,1.176305000000000064e+03
6.970682480000000014e-01,8.188730000000000473e+02
6.908555979999999597e-01,8.037480000000000473e+02
7.723222370000000225e-01,1.042769999999999982e+03
6.801815850000000330e-01,1.084729000000000042e+03
6.815505200000000485e-01,7.514130000000000109e+02
7.567725699999999778e-01,1.028444999999999936e+03
6.949980150000000245e-01,9.815090000000000146e+02
7.138381889999999563e-01,8.146799999999999500e+02
7.280750540000000548e-01,1.061320999999999913e+03
7.343985339999999917e-01,1.035500999999999976e+03
7.236088330000000068e-01,9.282720000000000482e+02
6.863750849999999959e-01,1.106355000000000018e+03
6.435956710000000358e-01,9.717690000000000055e+02
7.040571570000000445e-01,1.181921000000000049e+03
7.262773719999999766e-01,1.059185999999999922e+03
7.787368559999999773e-01,1.010474000000000046e+03
6.985878300000000207e-01,9.646029999999999518e+02
7.575596070000000237e-01,1.063867999999999938e+03
7.441242240000000008e-01,9.827880000000000109e+02
7.520635239999999833e-01,1.162876999999999953e+03
6.974443670000000095e-01,8.286970000000000027e+02
7.230797289999999489e-01,1.075791999999999916e+03
7.468296110000000043e-01,9.724719999999999800e+02
6.842190590000000183e-01,8.443120000000000118e+02
7.430894009999999827e-01,7.849120000000000346e+02
7.032879819999999782e-01,9.260950000000000273e+02
6.114176740000000221e-01,9.687290000000000418e+02
7.215453969999999773e-01,1.100675999999999931e+03
7.663778270000000115e-01,8.437640000000000100e+02
7.530439599999999567e-01,1.201390000000000100e+03
7.154842710000000050e-01,1.036940000000000055e+03
7.322670770000000440e-01,1.095282999999999902e+03
7.490068269999999861e-01,1.135662000000000035e+03
6.317208690000000182e-01,1.141189000000000078e+03
6.451034650000000426e-01,9.921140000000000327e+02
7.271778930000000196e-01,1.022567999999999984e+03
8.243192249999999888e-01,7.904270000000000209e+02
7.326827710000000105e-01,8.703869999999999436e+02
6.751905360000000078e-01,9.026240000000000236e+02
6.561779049999999502e-01,8.457859999999999445e+02
6.819049659999999458e-01,1.340896999999999935e+03
6.169811320000000432e-01,1.030154999999999973e+03
6.342306570000000310e-01,9.011019999999999754e+02
6.900928790000000479e-01,1.298188000000000102e+03
6.677753920000000232e-01,8.615800000000000409e+02
6.936255460000000372e-01,9.520230000000000246e+02
6.916953750000000012e-01,9.363709999999999809e+02
7.270238970000000300e-01,1.039550999999999931e+03
6.781440319999999522e-01,6.190739999999999554e+02
6.924464909999999973e-01,1.003374000000000024e+03
7.027705960000000251e-01,8.680599999999999454e+02
6.421927619999999726e-01,1.157329999999999927e+03
6.625409500000000174e-01,9.979890000000000327e+02
6.656831119999999657e-01,9.905470000000000255e+02
6.974859020000000465e-01,9.815170000000000528e+02
6.745532589999999606e-01,9.121530000000000200e+02
6.551906429999999615e-01,1.179693999999999960e+03
7.518896449999999954e-01,9.033079999999999927e+02
7.185367320000000113e-01,1.069769999999999982e+03
6.749561109999999697e-01,1.255244999999999891e+03
6.763448800000000372e-01,1.054198000000000093e+03
6.974530020000000441e-01,1.086856999999999971e+03
7.128589260000000039e-01,1.049093000000000075e+03
6.958799620000000186e-01,8.944800000000000182e+02
7.208632680000000015e-01,8.737770000000000437e+02
7.453700060000000294e-01,1.081338999999999942e+03
7.251190480000000438e-01,8.141820000000000164e+02
7.587545949999999761e-01,1.091753999999999905e+03
7.732370240000000505e-01,8.604020000000000437e+02
6.924709669999999928e-01,8.967279999999999518e+02
7.044444439999999474e-01,9.571319999999999482e+02
6.602870809999999979e-01,9.916119999999999663e+02
7.404205959999999864e-01,1.176599999999999909e+03
7.038646469999999544e-01,1.100836000000000013e+03
4.541889290000000190e-01,2.253556999999999789e+03
6.606288700000000347e-01,1.034182999999999993e+03
6.975761539999999483e-01,7.558220000000000027e+02
7.068322230000000372e-01,7.509089999999999918e+02
6.986073139999999793e-01,8.675819999999999936e+02
7.459447489999999625e-01,8.896259999999999764e+02
6.857361440000000474e-01,9.338959999999999582e+02
7.025608869999999673e-01,1.140683999999999969e+03
7.569435039999999892e-01,9.890159999999999627e+02
7.144341880000000256e-01,9.345470000000000255e+02
7.375832829999999785e-01,7.692419999999999618e+02
7.791568859999999930e-01,1.045657999999999902e+03
7.259257449999999556e-01,9.205729999999999791e+02
6.776425910000000163e-01,8.605480000000000018e+02
7.317416279999999773e-01,1.012365000000000009e+03
7.623822519999999825e-01,1.114736000000000104e+03
7.147802009999999484e-01,9.788500000000000227e+02
7.103465220000000357e-01,9.118569999999999709e+02
7.439902069999999590e-01,9.732590000000000146e+02
7.096192860000000158e-01,9.663289999999999509e+02
6.776372210000000118e-01,8.421209999999999809e+02
7.112444780000000133e-01,8.722889999999999873e+02
6.983470240000000384e-01,1.035021999999999935e+03
7.454347449999999542e-01,1.115810999999999922e+03
7.648297160000000483e-01,9.754249999999999545e+02
6.982708439999999461e-01,1.187337999999999965e+03
7.329996029999999996e-01,8.839729999999999563e+02
7.048057429999999846e-01,8.777989999999999782e+02
8.354545450000000484e-01,8.476639999999999873e+02
7.092938199999999638e-01,1.259451000000000022e+03
7.138347969999999654e-01,1.144972999999999956e+03
7.490441429999999956e-01,1.154539999999999964e+03
7.625490459999999526e-01,1.136669000000000096e+03
6.908437250000000196e-01,1.013201999999999998e+03
7.351141509999999935e-01,1.075270999999999958e+03
7.011533789999999655e-01,1.051019999999999982e+03
6.842890809999999657e-01,9.231900000000000546e+02
7.374427249999999656e-01,8.559969999999999573e+02
